rank,canonical_smiles,best_smiles,best_total_reward,mean_total_reward,best_targetA_score,best_offTargetB_score,best_off_target_penalty,occurrences,best_batch_index,ranking_criterion
11,COCCOc1ccc(-c2cc(C3=CCCN(C)C3)on2)c(Cl)c1,COCCOc1ccc(-c2cc(C3=CCCN(C)C3)on2)c(Cl)c1,0.03952257614602937,0.03952257614602937,0.17812803108371958,0.09908287879166083,0.0,1,9,best_total_reward
12,COc1ccc(S(=O)(=O)N2Cc3ccccc3CC2CC(=O)NCCC(=O)O)cc1,COc1ccc(S(=O)(=O)N2Cc3ccccc3CC2CC(=O)NCCC(=O)O)cc1,0.03650091440829133,0.03650091440829133,0.15753968886406147,0.08453786004747882,0.0,1,1,best_total_reward
13,COc1cccc(Cc2nc3ccccc3nc2SCCCC(=O)O)c1,COc1cccc(Cc2nc3ccccc3nc2SCCCC(=O)O)c1,0.030925582119448493,0.030925582119448493,0.1252071348166415,0.06335597057774452,0.0,1,8,best_total_reward
14,O=C(C1CCCNC1)N1CC(COc2ccc3c(c2)C2(COC2)C2(CCC(OC(F)F)CC2)C3)C1,O=C(C1CCCNC1)N1CC(COc2ccc3c(c2)C2(COC2)C2(CCC(OC(F)F)CC2)C3)C1,0.029220869758864926,0.029220869758864926,0.12270136847954365,0.0642596289618138,0.0,1,8,best_total_reward
15,CCOc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1cc(C)ccc1OC,CCOc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1cc(C)ccc1OC,0.02748220324131144,0.02748220324131144,0.1447031604439374,0.08973875396131453,0.0,1,10,best_total_reward
16,COc1ccc(C=NN2CCCCC2C)cc1,COc1ccc(C=NN2CCCCC2C)cc1,0.023315751885395482,0.023315751885395482,0.132896964238618,0.08626546046782703,0.0,1,9,best_total_reward
17,OCC(O)Cn1nnc(CCc2ccccc2)n1,OCC(O)Cn1nnc(CCc2ccccc2)n1,0.02206387419984036,0.02206387419984036,0.08603850776590939,0.04191075936622867,0.0,1,10,best_total_reward
18,CN(N)c1nc(O)c(Cc2ccc3c(c2)OCO3)s1,CN(N)c1nc(O)c(Cc2ccc3c(c2)OCO3)s1,0.018882964419974266,0.018882964419974266,0.11011042693673558,0.07234449809678704,0.0,1,2,best_total_reward
19,N=C(NOC(=O)c1ccccc1Cl)c1ccncc1,N=C(NOC(=O)c1ccccc1Cl)c1ccncc1,0.017001476582427615,0.017001476582427615,0.10888547540135161,0.07488252223649638,0.0,1,12,best_total_reward
20,O=C(NCc1cncc2ccccc12)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,O=C(NCc1cncc2ccccc12)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,0.015568428358439357,0.015568428358439357,0.17481945469196963,0.14368259797509092,0.0,1,11,best_total_reward
21,Cc1nc(C(CN)c2ccccc2)cs1,Cc1nc(C(CN)c2ccccc2)cs1,0.014075794902086537,0.014075794902086537,0.06636170504997523,0.03821011524580215,0.0,1,6,best_total_reward
22,CCN1C(=O)COc2c1ccc1c2OCC(CN2CCN(c3ccccc3OC)CC2)O1,CCN1C(=O)COc2c1ccc1c2OCC(CN2CCN(c3ccccc3OC)CC2)O1,0.00822659664427583,0.00822659664427583,0.08357090557231898,0.06711771228376733,0.0,1,3,best_total_reward
23,CC(=O)C(NC(=O)CNC(=O)C(N)CS)C(O)O,CC(=O)C(NC(=O)CNC(=O)C(N)CS)C(O)O,0.007060009604231742,0.007060009604231742,0.03920403418547197,0.025084014977008486,0.0,1,6,best_total_reward
24,Cc1onc(-c2ccccc2Cl)c1C(=O)NCc1ccc2c(c1)OCO2,Cc1onc(-c2ccccc2Cl)c1C(=O)NCc1ccc2c(c1)OCO2,0.006660554627389674,0.006660554627389674,0.10635092856779076,0.09302981931301141,0.0,1,8,best_total_reward
25,CSc1ccc2[nH]c(-c3ccc(-n4ccnc4)cc3)nc2c1,CSc1ccc2[nH]c(-c3ccc(-n4ccnc4)cc3)nc2c1,0.006530569756060783,0.006530569756060783,0.17834708995923707,0.1652859504471155,0.0,1,1,best_total_reward
26,CCC(NC(=O)C1OC1C(=O)O)C(=O)C(=O)NCCc1ccc2ccccc2n1,CCC(NC(=O)C1OC1C(=O)O)C(=O)C(=O)NCCc1ccc2ccccc2n1,0.006353452805158859,0.006353452805158859,0.06677680718520719,0.05406990157488947,0.0,1,11,best_total_reward
27,CC(NC(=O)c1cncs1)c1ccc(OC2(C)CCN(c3ccccn3)C2)cc1,CC(NC(=O)c1cncs1)c1ccc(OC2(C)CCN(c3ccccn3)C2)cc1,0.005098750096525113,0.005098750096525113,0.042948296233802176,0.03275079604075195,0.0,1,7,best_total_reward
28,CN(C)C(=O)c1ccc2ccc(C=C3CN4C(=O)C5=CC=CC=C4NC(C)(C)C(C(=O)O)N5C3=O)cc2c1,CN(C)C(=O)c1ccc2ccc(C=C3CN4C(=O)C5=CC=CC=C4NC(C)(C)C(C(=O)O)N5C3=O)cc2c1,0.003529202945476234,0.003529202945476234,0.1397799672926735,0.13272156140172103,0.0,1,9,best_total_reward
29,COc1ccc(C2CC(c3ccccc3)n3nc(N4CCOCC4)nc3N2)cc1,COc1ccc(C2CC(c3ccccc3)n3nc(N4CCOCC4)nc3N2)cc1,0.0033887328482060525,0.0033887328482060525,0.13243033629356768,0.12565287059715557,0.0,1,4,best_total_reward
30,CCOC(=O)c1ccc(-n2c(O)c(O)c(C(C)=O)c2-c2ccccc2)cc1,CCOC(=O)c1ccc(-n2c(O)c(O)c(C(C)=O)c2-c2ccccc2)cc1,0.0028813994899593645,0.0028813994899593645,0.07081683135603731,0.06505403237611858,0.0,1,2,best_total_reward
31,COc1ccccc1CCN1CCN(C2CCCc3cc(N4CCOCC4)ccc32)CC1,COc1ccccc1CCN1CCN(C2CCCc3cc(N4CCOCC4)ccc32)CC1,0.0028098989824022064,0.0028098989824022064,0.13933750355986668,0.13371770559506227,0.0,1,2,best_total_reward
32,CN(Cc1ccc(C#N)cc1)S(=O)(=O)c1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1,CN(Cc1ccc(C#N)cc1)S(=O)(=O)c1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1,0.000625063860919553,0.000625063860919553,0.07172066664909195,0.07047053892725284,0.0,1,7,best_total_reward
33,NC(=O)C1(c2ccc(NCc3cccs3)cc2F)CCOCC1,NC(=O)C1(c2ccc(NCc3cccs3)cc2F)CCOCC1,0.0004467576910883765,0.0004467576910883765,0.04416404667553196,0.04327053129335521,0.0,1,5,best_total_reward
34,CCOC(=O)C1C(C)C1(Cl)Cl,CCOC(=O)C1C(C)C1(Cl)Cl,0.0,0.0,0.061978221284179756,0.0692349207593885,0.0,1,1,best_total_reward
35,C=C(C)C1CC2=C(CCCC2(C)C)C2=CC(C)CCC21,C=C(C)C1CC2=C(CCCC2(C)C)C2=CC(C)CCC21,0.0,0.0,0.15790533484305816,0.18128470886195625,0.0,1,1,best_total_reward
36,CCN1C(=O)C(C)(C(=O)N=c2cc(C)[nH][nH]2)S(=O)(=O)c2ccccc21,CCN1C(=O)C(C)(C(=O)N=c2cc(C)[nH][nH]2)S(=O)(=O)c2ccccc21,0.0,0.0,0.10747032382415045,0.19431115714452135,0.0,1,1,best_total_reward
37,CNCc1ccccc1Oc1cc(Cl)ccc1Cl,CNCc1ccccc1Oc1cc(Cl)ccc1Cl,0.0,0.0,0.09266848878015323,0.0971958238058962,0.0,1,1,best_total_reward
38,Cc1ccc(NC(O)c2cc3ccccc3o2)c(C)c1,Cc1ccc(NC(O)c2cc3ccccc3o2)c(C)c1,0.0,0.0,0.10331040644501052,0.18672928312300727,0.0,1,1,best_total_reward
39,Cc1cc(C#N)ccc1-n1nc(C(=O)NC(C)(C)C)cc1C,Cc1cc(C#N)ccc1-n1nc(C(=O)NC(C)(C)C)cc1C,0.0,0.0,0.06169098122105353,0.06653766385951805,0.0,1,1,best_total_reward
40,CC(=O)NS(=O)(=O)OCC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O,CC(=O)NS(=O)(=O)OCC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O,0.0,0.0,0.0778132753743729,0.19258004373960294,0.0,1,2,best_total_reward
41,CCN1C2=NCCN2C(=O)C(C)=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CCN1C2=NCCN2C(=O)C(C)=C1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.0,0.0,0.0721527446987155,0.11261973544367092,0.0,1,2,best_total_reward
42,COc1cc(C=NO)ccc1OCc1ccc2ccccc2c1,COc1cc(C=NO)ccc1OCc1ccc2ccccc2c1,0.0,0.0,0.33155349846726245,0.5336834259929492,0.0,1,2,best_total_reward
43,CC[N+]1=C2C=CCN2CCC1,CC[N+]1=C2C=CCN2CCC1,0.0,0.0,0.08034261711642433,0.10842272791370794,0.0,1,3,best_total_reward
44,CC1(C)C(=O)NC(=O)c2ocnc21,CC1(C)C(=O)NC(=O)c2ocnc21,0.0,0.0,0.11188422983609608,0.13365196598169987,0.0,1,3,best_total_reward
45,O=C(O)CC(NC(=O)Cc1ccc2onc(-c3ccccc3)c2c1)c1ccccc1,O=C(O)CC(NC(=O)Cc1ccc2onc(-c3ccccc3)c2c1)c1ccccc1,0.0,0.0,0.03860666408890053,0.048295761256447044,0.0,1,3,best_total_reward
46,Cc1nn(-c2ccccc2)c(-c2ccc(F)cc2)c1C(=O)N1CCOCC1,Cc1nn(-c2ccccc2)c(-c2ccc(F)cc2)c1C(=O)N1CCOCC1,0.0,0.0,0.059974142339668045,0.08166343233897203,0.0,1,3,best_total_reward
47,CCCCN(CCCC)c1c(C)nc(-c2cccc3ccccc23)nc1C,CCCCN(CCCC)c1c(C)nc(-c2cccc3ccccc23)nc1C,0.0,0.0,0.2175105803728636,0.23812440867463447,0.0,1,3,best_total_reward
48,NS(=O)(=O)Oc1ccc(COC(=O)C23CC4CC(CC(C4)C2)C3)cc1,NS(=O)(=O)Oc1ccc(COC(=O)C23CC4CC(CC(C4)C2)C3)cc1,0.0,0.0,0.04300377824047052,0.09267362080715381,0.0,1,4,best_total_reward
49,COC(=O)CC1C(C)=CC2C3(C)CCCC(C)(C(=O)OC)C3CCC23C(OC(C)=O)C(=O)OCC13C,COC(=O)CC1C(C)=CC2C3(C)CCCC(C)(C(=O)OC)C3CCC23C(OC(C)=O)C(=O)OCC13C,0.0,0.0,0.11216979215536871,0.14406360371389548,0.0,1,4,best_total_reward
50,CCOc1ccccc1C(=O)N1CC(S(=O)(=O)c2ccccc2Cl)CC1C(=O)NC1(C#N)CC1,CCOc1ccccc1C(=O)N1CC(S(=O)(=O)c2ccccc2Cl)CC1C(=O)NC1(C#N)CC1,0.0,0.0,0.1135090516037054,0.15638086654093938,0.0,1,4,best_total_reward
51,Cc1cc(-c2nc(-c3cccc(C(F)(F)F)c3)n3c2CCOC(C)C3)cc(C)n1,Cc1cc(-c2nc(-c3cccc(C(F)(F)F)c3)n3c2CCOC(C)C3)cc(C)n1,0.0,0.0,0.05371764383143592,0.27574547721622067,0.0,1,4,best_total_reward
52,CCc1cc(NC(=O)NCCC(C)C)ccc1C1CN(C(=O)c2ccco2)C1,CCc1cc(NC(=O)NCCC(C)C)ccc1C1CN(C(=O)c2ccco2)C1,0.0,0.0,0.0696014271186617,0.24142615877929374,0.0,1,4,best_total_reward
53,O=[N+]([O-])c1cccc(-c2nc(CNCCCN3CCOCC3)co2)c1,O=[N+]([O-])c1cccc(-c2nc(CNCCCN3CCOCC3)co2)c1,0.0,0.0,0.0932832191645171,0.14553213211637406,0.0,1,4,best_total_reward
54,CCOc1nc2c(c(N3CCOCC3)n1)SS(=O)(=O)N=C2NC1CCCCC1,CCOc1nc2c(c(N3CCOCC3)n1)SS(=O)(=O)N=C2NC1CCCCC1,0.0,0.0,0.14452770282366445,0.258887588722569,0.0,1,5,best_total_reward
55,Cc1csc2ncnc(N3CCC(N4CCN(C)CC4)CC3)c12,Cc1csc2ncnc(N3CCC(N4CCN(C)CC4)CC3)c12,0.0,0.0,0.05380800730905234,0.13850779078812334,0.0,1,5,best_total_reward
56,COc1ccc(C(=O)N2Cc3cc(Cl)ccc3Sc3ccccc32)cc1,COc1ccc(C(=O)N2Cc3cc(Cl)ccc3Sc3ccccc32)cc1,0.0,0.0,0.12725697992950932,0.18662497024618296,0.0,1,5,best_total_reward
57,CC(=O)c1cccc(N(C(=O)CCl)C(C(=O)NC2CCCC2)c2ccncc2)c1,CC(=O)c1cccc(N(C(=O)CCl)C(C(=O)NC2CCCC2)c2ccncc2)c1,0.0,0.0,0.07012751964140272,0.08183512243889586,0.0,1,5,best_total_reward
58,O=C(Nc1cnn(Cc2ccccc2)c1)c1ccnc2ccc(-c3cncnc3)cc12,O=C(Nc1cnn(Cc2ccccc2)c1)c1ccnc2ccc(-c3cncnc3)cc12,0.0,0.0,0.04750752988244239,0.11440945308609043,0.0,1,5,best_total_reward
59,COc1cc2c(cc1OC)C(=O)C(CC1CCN(C(=O)Nc3cccc4ncccc34)CC1)C2,COc1cc2c(cc1OC)C(=O)C(CC1CCN(C(=O)Nc3cccc4ncccc34)CC1)C2,0.0,0.0,0.16070337290093073,0.18440632344734087,0.0,1,5,best_total_reward
60,N#Cc1cc(-c2cccc(OC(=O)NC3CCCC3)c2)ccc1OCCCCCCCC(=O)O,N#Cc1cc(-c2cccc(OC(=O)NC3CCCC3)c2)ccc1OCCCCCCCC(=O)O,0.0,0.0,0.15143295442822138,0.371372763670888,0.0,1,6,best_total_reward
61,COc1ccc2cc(C(=O)NCCc3ccc(OC)c(OC)c3)ccc2c1,COc1ccc2cc(C(=O)NCCc3ccc(OC)c(OC)c3)ccc2c1,0.0,0.0,0.09497137228796426,0.09959060147336968,0.0,1,6,best_total_reward
62,C#CC1(O)CC2C(C(=O)C(C)=C3CC(=O)CCC32C)C2CCC(C(=O)OC)C21C,C#CC1(O)CC2C(C(=O)C(C)=C3CC(=O)CCC32C)C2CCC(C(=O)OC)C21C,0.0,0.0,0.03973970162061524,0.06872022678911761,0.0,1,6,best_total_reward
63,Oc1ccccc1-c1cc2c(=NCc3cccs3)[nH]cnc2o1,Oc1ccccc1-c1cc2c(=NCc3cccs3)[nH]cnc2o1,0.0,0.0,0.13556061249470955,0.16228990708482552,0.0,1,6,best_total_reward
64,O=C(CCc1csc2nc(-c3ccccc3)cn12)N1CCN(c2ccccn2)CC1,O=C(CCc1csc2nc(-c3ccccc3)cn12)N1CCN(c2ccccn2)CC1,0.0,0.0,0.11073452149181258,0.12077224598524185,0.0,1,6,best_total_reward
65,COc1cccc(-n2c(O)cc(NCc3cccnc3)c2O)c1,COc1cccc(-n2c(O)cc(NCc3cccnc3)c2O)c1,0.0,0.0,0.07756646477027047,0.1820937177808441,0.0,1,7,best_total_reward
66,CC(N=c1nc(N2C(=O)OCC2C(C)C)cc[nH]1)c1ccc(-c2cnc3ccc(C#N)cn23)cc1Cl,CC(N=c1nc(N2C(=O)OCC2C(C)C)cc[nH]1)c1ccc(-c2cnc3ccc(C#N)cn23)cc1Cl,0.0,0.0,0.0292150308633451,0.03296658473267982,0.0,1,7,best_total_reward
67,C=CCNC(=O)c1onc(CSc2cccc(Cl)c2F)c1C(=O)NCCOC,C=CCNC(=O)c1onc(CSc2cccc(Cl)c2F)c1C(=O)NCCOC,0.0,0.0,0.07271310609524505,0.09436094944011371,0.0,1,7,best_total_reward
68,O=C(NCc1ccc(Cl)cc1)c1ncc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1,O=C(NCc1ccc(Cl)cc1)c1ncc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1,0.0,0.0,0.12798507763576944,0.15242312017797394,0.0,1,7,best_total_reward
69,Cc1cc(Cl)ccc1OCC(=O)Nc1sc2c(c1C#N)CCCC2,Cc1cc(Cl)ccc1OCC(=O)Nc1sc2c(c1C#N)CCCC2,0.0,0.0,0.17377184798380593,0.2547910730759057,0.0,1,7,best_total_reward
70,CN1C(=O)COc2cc(CCN3CCC(Cc4ccc(S(C)(=O)=O)cc4)CC3)ccc21,CN1C(=O)COc2cc(CCN3CCC(Cc4ccc(S(C)(=O)=O)cc4)CC3)ccc21,0.0,0.0,0.0980339075250749,0.2441835641294745,0.0,1,7,best_total_reward
71,CC(=O)S(=O)(=O)N(c1ccc(Oc2ccc(C)cc2)cc1)C(C)C,CC(=O)S(=O)(=O)N(c1ccc(Oc2ccc(C)cc2)cc1)C(C)C,0.0,0.0,0.04703499071406401,0.0481030919232446,0.0,1,8,best_total_reward
72,O=C(O)C1CCCN(CCN2CCCCC2)C1,O=C(O)C1CCCN(CCN2CCCCC2)C1,0.0,0.0,0.04263300518417987,0.052842809148642395,0.0,1,8,best_total_reward
73,COc1ccccc1N1CCN(C(=O)C2CC3Cc4cccc(OCC(=O)O)c4CC3N(C)C2)CC1,COc1ccccc1N1CCN(C(=O)C2CC3Cc4cccc(OCC(=O)O)c4CC3N(C)C2)CC1,0.0,0.0,0.10100116234691736,0.10505071934366307,0.0,1,8,best_total_reward
74,CC(C)c1cccc(OCc2nnc(-c3ccc(C#N)cc3)o2)c1,CC(C)c1cccc(OCc2nnc(-c3ccc(C#N)cc3)o2)c1,0.0,0.0,0.10263341944977208,0.10785279120805258,0.0,1,8,best_total_reward
75,CC(C)=CC(=O)N1CCC(Oc2ncnc(Oc3ncccc3C)c2F)CC1,CC(C)=CC(=O)N1CCC(Oc2ncnc(Oc3ncccc3C)c2F)CC1,0.0,0.0,0.07045704662183751,0.11396267434312474,0.0,1,8,best_total_reward
76,O=C(Nc1ccc2c(c1)OCO2)c1ccc(F)c(S(=O)(=O)N2CCCCCC2)c1,O=C(Nc1ccc2c(c1)OCO2)c1ccc(F)c(S(=O)(=O)N2CCCCCC2)c1,0.0,0.0,0.05485264615275984,0.1033135556498868,0.0,1,9,best_total_reward
77,CC(C)C(NS(=O)(=O)c1ccc2ccc(S(=O)(=O)N(CCO)Cc3ccc(-c4csnn4)cc3)cc2c1)C(=O)O,CC(C)C(NS(=O)(=O)c1ccc2ccc(S(=O)(=O)N(CCO)Cc3ccc(-c4csnn4)cc3)cc2c1)C(=O)O,0.0,0.0,0.04116208165678612,0.049621182809883584,0.0,1,9,best_total_reward
78,c1cc(CN2CCc3ncc(-c4ccsc4)nc3CC2)ccn1,c1cc(CN2CCc3ncc(-c4ccsc4)nc3CC2)ccn1,0.0,0.0,0.12503582698802904,0.13217575698364542,0.0,1,9,best_total_reward
79,NC1CCC(N=c2cc(-c3cccc(=NCc4ccccc4F)[nH]3)c(Cl)c[nH]2)CC1,NC1CCC(N=c2cc(-c3cccc(=NCc4ccccc4F)[nH]3)c(Cl)c[nH]2)CC1,0.0,0.0,0.09210292145318133,0.14773570988202583,0.0,1,9,best_total_reward
80,O=C(N=c1cc(C(O)NCC(O)c2ccccn2)[nH]n1-c1ccccc1)c1cc(-c2ccc(F)cn2)c(Cl)cc1Cl,O=C(N=c1cc(C(O)NCC(O)c2ccccn2)[nH]n1-c1ccccc1)c1cc(-c2ccc(F)cn2)c(Cl)cc1Cl,0.0,0.0,0.13251354037451932,0.13563225894844516,0.0,1,9,best_total_reward
81,Cc1nc(C)c(C=C2CCC(=Cc3cccc4ccccc34)C2=O)nc1C,Cc1nc(C)c(C=C2CCC(=Cc3cccc4ccccc34)C2=O)nc1C,0.0,0.0,0.29695376414999247,0.3030335122776516,0.0,1,10,best_total_reward
82,O=C(c1ccc(Cl)cc1)n1nc(-c2ccc(Cl)cc2)c(N2CCCCC2)c1-c1ccc(Cl)cc1,O=C(c1ccc(Cl)cc1)n1nc(-c2ccc(Cl)cc2)c(N2CCCCC2)c1-c1ccc(Cl)cc1,0.0,0.0,0.19864914386420923,0.31149085715873936,0.0,1,10,best_total_reward
83,Cc1ccc(Cn2c(=S)[nH]c3cc(C(=O)N4CCN(c5ccccc5Cl)CC4)ccc3c2=O)cc1,Cc1ccc(Cn2c(=S)[nH]c3cc(C(=O)N4CCN(c5ccccc5Cl)CC4)ccc3c2=O)cc1,0.0,0.0,0.0724830014494732,0.11549685447198499,0.0,1,10,best_total_reward
84,Clc1ccc2[nH]c(-c3ccc4[nH]c(-c5ccccc5)nc4c3)cc2c1Cl,Clc1ccc2[nH]c(-c3ccc4[nH]c(-c5ccccc5)nc4c3)cc2c1Cl,0.0,0.0,0.23754929642219508,0.41050810886519756,0.0,1,10,best_total_reward
85,Cc1ccccc1S(=O)(=O)n1[nH]c(OC(=O)c2ncccc2C)cc1=N,Cc1ccccc1S(=O)(=O)n1[nH]c(OC(=O)c2ncccc2C)cc1=N,0.0,0.0,0.16972729430964165,0.18001410036056223,0.0,1,10,best_total_reward
86,O=C(NNC(=O)c1ccccc1Br)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,O=C(NNC(=O)c1ccccc1Br)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,0.0,0.0,0.21036223588402111,0.33294413560025643,0.0,1,11,best_total_reward
87,COc1ccc(-n2nc3c(=O)cc(-c4cccc(Cl)c4)[nH]c3c2C)cc1,COc1ccc(-n2nc3c(=O)cc(-c4cccc(Cl)c4)[nH]c3c2C)cc1,0.0,0.0,0.10780404219975664,0.20484349882706726,0.0,1,11,best_total_reward
88,O=c1c2ccccc2c(C=NCc2cn(-c3ccccc3)nn2)c(O)n1-c1ccccc1F,O=c1c2ccccc2c(C=NCc2cn(-c3ccccc3)nn2)c(O)n1-c1ccccc1F,0.0,0.0,0.10579242093899754,0.2786123901455287,0.0,1,11,best_total_reward
89,COc1cc(C(=O)Nc2cccc(-c3nc4ccccc4s3)c2)c([N+](=O)[O-])cc1OC,COc1cc(C(=O)Nc2cccc(-c3nc4ccccc4s3)c2)c([N+](=O)[O-])cc1OC,0.0,0.0,0.16951907203511574,0.5106050558136861,0.0,1,11,best_total_reward
90,COc1ccc(CC2C(=O)c3ccccc3OC2(C(C)=O)c2ccccc2)cc1OS(C)(=O)=O,COc1ccc(CC2C(=O)c3ccccc3OC2(C(C)=O)c2ccccc2)cc1OS(C)(=O)=O,0.0,0.0,0.05452457576474832,0.07795044807317653,0.0,1,12,best_total_reward
91,CCC1C(=O)C2(CCN(C(C(=O)NC3CCCCC3)c3cccc(F)c3)C2=O)N2CCCC12,CCC1C(=O)C2(CCN(C(C(=O)NC3CCCCC3)c3cccc(F)c3)C2=O)N2CCCC12,0.0,0.0,0.03810483243196861,0.0449492687166097,0.0,1,12,best_total_reward
92,N=C1N=C(Nc2cccc(F)c2)c2ccccc21,N=C1N=C(Nc2cccc(F)c2)c2ccccc21,0.0,0.0,0.42939116477909356,0.5530723275373525,0.0,1,12,best_total_reward
93,Cc1cccc(N=c2nc(-c3ccc(S(N)(=O)=O)cc3)cc[nH]2)c1,Cc1cccc(N=c2nc(-c3ccc(S(N)(=O)=O)cc3)cc[nH]2)c1,0.0,0.0,0.06430212853159213,0.20938490354588174,0.0,1,12,best_total_reward
94,O=C(COc1cccc2c(=O)c3ccccc3oc12)N1CCN(c2ccccn2)CC1,O=C(COc1cccc2c(=O)c3ccccc3oc12)N1CCN(c2ccccn2)CC1,0.0,0.0,0.1239402142418322,0.14878060530928827,0.0,1,12,best_total_reward
95,CN(C)c1ccc(S(=O)(=O)n2ccc3ccccc32)cc1,CN(C)c1ccc(S(=O)(=O)n2ccc3ccccc32)cc1,0.0,0.0,0.12355046946208849,0.12873496339176646,0.0,1,12,best_total_reward
