SMILES,SMILES_state,NLL
O=c1cc(-c2cccc(OCCc3ccccc3)c2)oc2cc(O)cc(O)c12,1,24.01
c1ccc2c(c1)-c1ccccc1C2(Sc1c[nH]nn1)c1cncnc1,1,34.33
O=C(c1ccccc1)c1cc(C(=O)N2CCC(O)(c3ccc(Cl)cc3)CC2)cc(C(O)=NO)c1,1,35.33
Cc1ccc2c(c1)N=C1CC(C)(C)CC(=O)C1C(c1ccc([S+](C)[O-])cc1)N2C,1,31.24
c1ccc(Oc2ccc3nncn3n2)cc1,1,19.5
NC(=O)C=Cc1ccc(SCc2ccccc2)cc1,1,24.79
Clc1ccc(Cn2ncc3ccccc32)cc1,1,19.26
COc1ccc(COC(=O)NC(C(=O)NC(Cc2ccccc2)C(=O)C(=O)NCc2ccccc2)C(C)(C)C)cc1OC,1,34.99
O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2ccccc2c1=O,1,18.76
Cn1c(CNc2ccc3c(c2)OCO3)nnc1Sc1ncc([N+](=O)[O-])s1,1,29.97
CCCCN(C)CCCNC(=O)c1cn(CC(=O)c2c[nH]c3ccccc23)nn1,1,32.7
COCOc1cc(OC)ccc1C(=O)C=C(C#N)c1ccc(OC)cc1,1,34.37
Nc1ccc(S(=O)(=O)NCCCC(NC(=O)CCC(N)C(=O)O)C(=O)O)cc1,1,30.12
O=C(O)COc1ccc(CC(CC(=O)O)C(=O)O)cc1,1,24.59
C=C(C)CN(CC1CCCO1)C(=O)c1ccc2c(c1)OCO2,1,27.32
NNC(=O)c1ccc(-c2nnn(CC(=O)N(C3CC3)C(C(=O)NC3CCCC3)c3cccnc3)n2)cc1,1,36.37
Cc1n[nH]c(C)c1-c1nc(=Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c2c([nH]1)CCC2,1,33.76
c1ccc(-c2nc3ccc(CN4CCC(N5CCCC5)CC4)cc3nc2-c2ccccc2)cc1,1,28.79
O=C(N=c1cc[nH]cc1)NN=Cc1ccc(C(F)(F)F)cc1,1,21.1
CCCCCC=CCC#CC#CC#CCC=CCCCCCC,1,28.81
COc1ccccc1C(=O)COC(=O)CSc1ccccc1,1,24.45
Cc1c(C(=O)NC(CC(=O)O)c2ccc(Br)cc2)cnn1-c1ccc(Br)cc1,1,28.08
O=C(COC(=O)c1ccc(Br)cc1)N=c1ccc(Cl)c[nH]1,1,21.33
COc1cccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]c3=NC(C)=O)cc2)c1,1,33.27
O=C1c2ccc(Cl)cc2C(=O)N1c1ccc(-c2ccc(N3C(=O)CSC3c3ccccc3O)cc2)cc1,1,28.71
S=C(N=c1nccc[nH]1)NCCCCn1ccnc1,1,26.67
COC1C(NC(=O)c2cnccn2)CC12CCN(C(=O)c1ccsc1)CC2,1,29.19
CCS(=O)(=O)c1ccc(-c2c(O)ccc3cc(-c4ccc(NS(C)(=O)=O)cc4)cnc23)cc1,1,35.2
CC=C1CC(c2cc(=O)c3ccccc3o2)C(O)CN(C(C)=O)C1,1,37.61
CN1C(=O)CN=C(c2ccccc2)c2ccc(Cl)cc21,1,18.87
Cc1ccc(N(Cc2ccc3c(c2)C=CC(C)(C)O3)S(=O)(=O)c2cc(C(=O)Nc3ccc(C#N)cc3)ccc2Cl)cc1,1,36.32
Oc1ccc(O)n1-c1nc(=Nc2cccc(Cl)c2)[nH]c2ccccc12,1,32.65
C=CC(=O)Nc1ccc(C(O)Nc2cccc(Br)c2)c(N=c2cc[nH]c3cnccc23)c1,1,41.96
Cc1ccc(-c2nccn2-c2ccc(-c3cccc(N=c4cc(C)[nH]c(=N)[nH]4)c3)cc2)cc1,1,32.82
NC(=O)CC(N)C(=O)NC(CC(=O)O)C(=O)O,1,24.55
CCCc1cc(=O)[nH]c(SCC(=O)c2ccc(C)s2)n1,1,23.63
Cc1nc(-c2ccccn2)n2cc(C(=O)NC3CCCC(C)(C)C3)ccc12,1,33.05
COc1cc2c(cc1OC)C1C=CC3(OC)OC(=O)C=CC3C1CC2,1,36.28
CCOC(=O)c1c(S(=O)(=O)NC(=O)N=c2cccc[nH]2)sc2sc(C(C)(C)C)cc12,1,34.41
O=C(O)c1cc(Cl)ccc1NC(=O)c1nn(-c2ccc(Cl)cc2)c2c(oc3ccccc32)c1=O,1,36.97
Cc1ccc(NC(=O)OCCCN(C)C)cc1Cl,1,26.27
CC(=O)NCCN=c1ccc2ccc(-c3ccc(C(F)(F)F)cc3)cc2[nH]1,1,28.29
CN1CCN(CCCN=c2nc3[nH]c(=NC(=O)NC(C)(C)C)c(-c4ccccc4Cl)cc3c[nH]2)CC1,1,20.84
N#Cc1cc(C(=O)NCc2ccc(Cl)cc2)c(N)nc1SCc1ccc([N+](=O)[O-])cc1,1,33.17
CN(C)CCCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)NC(=O)NCCc5ccccc5)cc4F)c3s2)c1,1,34.93
O=S(=O)(NC1CCCC1c1ccc(Cl)cc1)c1c(Cl)cccc1Cl,1,27.22
Cc1cc(=NC(=O)c2ccc([N+](=O)[O-])o2)[nH]o1,1,20.85
CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)C1CCN(C(=O)CO)CC1,1,35.41
C=C(C(=O)OC)C1CCC2(COC(C)=O)CCC3(O)C(C)(C(=O)CC4C5C(OC(C)=O)CC6CC(OC(C)=O)CCC6(C)C5CCC43C)C(=O)C2C1,1,58.7
COc1ccc(C=CC(=O)N=c2[nH]c3ccccc3[nH]2)cc1,1,21.32
CC(C)(N)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2c(CNC3CCc4ccccc43)nc3ccccn23)CC1,1,33.44
CC(C)(C)c1ccc(N=c2[nH]cnc3c2cnn3Cc2ccc(S(N)(=O)=O)cc2)cc1,1,30.7
CC(=O)Cc1n[nH]c(=S)n1-c1ccccc1,1,22.28
CN1CCN(C2=CC(C)(C)Sc3ccccc32)CC1,1,21.27
CC(C)(C)c1c(C#N)[n+]([O-])c2cc(Cl)c(Cl)cc2[n+]1[O-],1,23.43
Cc1cccc(NC(=O)NCC(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)N2CCCCCC2)c1,1,29.8
CN(CC(=O)CCN1CCC(N2CCCN(c3nc4ccccc4s3)CC2)CC1)C(C)(C)c1cccc(-c2ccc(Cl)cc2)n1,1,42.7
COc1ccc2ccc(CCC(=O)CC(c3ccc(-c4ccccc4)cc3)n3cncn3)cc2c1,1,31.31
CCC(=O)NC(C)c1ccc(OC2CCN(c3ccc(OCC4CC4)cc3)C2)cc1,1,20.93
Cc1c(Cc2ccccc2)c(Cl)nn1-c1ccccn1,1,23.0
CCC(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(c2ccccc2)c2ccccc2)C3)c1,1,25.2
CCCCC1(CCC)CCCc2c1[nH]c1ccc(O)cc21,1,24.72
Cc1n[nH]c(=NC(=O)c2ccc(Br)c(S(=O)(=O)N3CCOCC3)c2)s1,1,25.61
O=S(=O)(Cc1cn(-c2ccccc2)nn1)N1CCC(Cc2ccccc2)CC1,1,26.12
COc1cc2c(cc1OC)C(c1cc(OC)c(OC)c(OC)c1)C1C(=O)OCC1C2Nc1ccc(C(=O)C=Cc2ccccc2Br)cc1,1,35.26
CCc1nnc2c3cc[nH]c3nc(-c3ccccc3)n12,1,24.99
Nc1ccc(Sc2ccc(NCc3cccc(O)c3)cc2)cc1,1,27.77
Cc1cc(N2CCC(CCN3CCCC3)CC2)nc2ccc(NC(=O)C=Cc3ccccn3)cc12,1,25.94
CCc1cccc(C)c1NC(=O)c1cc2c(s1)-c1c(C)cccc1OC2,1,24.33
Cc1ccc2oc(=O)c3c4ccc(O)cc4oc3c2c1,1,24.72
Cc1ccccc1CCNC(=O)c1ccc2nc(N3CCOCC3)sc2c1,1,24.5
CCOCNC(=O)C1CCN(S(=O)(=O)c2ccc(OC)c(Cl)c2)CC1,1,28.88
CCOc1ccccc1NC(=O)c1ccc(-n2c(C)cc3c2CCC(C)C3)cc1,1,24.69
Nc1ccccc1S(=O)(=O)Nc1ccccc1-c1ccc2nc[nH]c(=Nc3ccc(OCc4ccccc4F)c(Cl)c3)c2c1,1,41.89
COc1ccc(-c2ccc3nc(N4CCCC4c4cc(F)ccc4F)nc(N4CCOCC4C)c3n2)cc1,1,28.89
COc1ccccc1C1CN(C)C2(CC(=O)Nc3ccccc32)C12C(=O)c1ccccc1C2=O,1,32.12
O=C(Cn1nnc(-c2ccncc2)n1)N1CCOCC1,1,20.62
O=[N+]([O-])c1ccc(-c2cc(=S)ss2)cc1,1,18.82
Cc1nnc2n1N=C(c1c(-c3ccccc3)n(CC(C)Cl)c3ccccc13)CS2,1,36.95
CCCN(CCC)C(=O)NS(=O)(=O)c1ccccc1,1,22.24
c1cnc2ccc(C3(c4nnc5n4CCCCCC5)CC3)cc2c1,1,24.08
COc1ccc(N=c2c(C(=O)Nc3ccccc3)c[nH]c3c2c(C)nn3C)cc1,1,29.3
O=C(C=CC=Cc1ccccc1)Nc1ccc(O)cc1,1,21.85
COc1ccc(CCNC(=O)C2COc3ccc(S(=O)(=O)N4CCC(C)CC4)cc32)cc1OC,1,30.2
NC(=O)c1cc(-c2ccc(Br)cc2)nc2cc(O)ccc12,1,28.0
O=C(C1CCC(c2ccccc2)C1)N1N=C(c2ccc([N+](=O)[O-])cc2)CC1c1ccccc1,1,32.18
Cc1cn(CCCCN2CCc3ccccc3C2)c(O)c1-c1ccccc1,1,27.27
CN1c2ccccc2N(Nc2ccc(Cl)cc2)C(=O)C12CSC1=C2C(=O)c2ncccc2C1=O,1,32.42
c1ccc(CSc2n[nH]c(=NC3CN(Cc4ccccc4)CC3c3ccccc3)s2)cc1,1,32.02
COc1cc(CCC(=O)OC23CCCC(C2)C3c2ccco2)ccc1O,1,40.0
O=C1Cc2c([nH]c3ccc(N4CCCCC4)cc23)-c2ccccc2N1,1,26.64
CCOC(=O)c1cc(-c2ccc(OC)cc2)c(-c2ccc([N+](=O)[O-])cc2)s1,1,27.88
CC1(C)CCC2(C(=O)O)CCC(C)(C)OC2C1,1,27.07
O=C(C1CCOCC1)N1CCC2(CC1)COC(CCOc1ccccc1)C2,1,26.39
CN(C)C(=O)CCC(=O)N(CCCO)c1ccc(Cl)cc1C(O)c1ccccc1Cl,1,34.69
Clc1ccc(-c2ccccc2)c(-n2ccnc2C(Cc2c[nH]c3ccccc23)NCC2CC2)c1,1,41.9
O=c1[nH]c(-c2ccccc2)nc2ccc3c[nH]nc3c12,1,26.83
CC1CN(c2[nH]cnc(=N)c2-c2ccc(F)cc2F)CCC1(C)N,1,22.53
Cc1cccc(N2CCN(CCCCCCN3C(=O)c4ccccc4S3(=O)=O)CC2)c1,1,26.79
CCC(Nc1c(C)cccc1Cl)C(C)(O)C(Cc1c(Cl)cccc1Cl)OC,1,42.74
COc1ccc(-c2nnnn2-c2ccccc2C(C)C)cc1,1,25.68
O=C1c2ccccc2OC(CN2CCN(c3ccccc3)CC2)C1c1cccs1,1,30.2
CC(C)NCCCC1(c2ccccc2)OCCc2c1ccc1c2C(=O)c2cc(N)ccc2-1,1,47.3
Cc1ccc(-c2nc3ccccc3[nH]2)cc1-c1ccc(NC(=O)c2ccncc2)cc1,1,26.85
CC(O)CCC(=O)NN1C(=O)C(c2ccccc2)=NC1(C)C,1,33.36
CCCN(CC1COc2ccccc2O1)S(=O)(=O)c1ccc(S(=O)(=O)NC2CC2)cc1,1,29.42
CCC(CN1CCCC(C(=O)NC(c2ccccc2)c2ccccc2)CC1=O)N(C)C,1,39.68
COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cn[nH]c4)nc3c2)c1,1,21.95
O=C(Nc1ccc(Br)c(Cl)c1)C(=O)N1CCCC2CCCCC21,1,35.29
Cc1ccc2c(c1)C(=O)N(c1ccc(F)c(CO)c1)C2=O,1,26.84
C=C(C)C1CCC2(C(=O)NCCCCCCCCCCC(=O)NCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(OC(C)=O)C(C)(C)C5CCC43C)C12,1,30.92
Cc1nn2cc(-c3nnc(Cc4ccccc4Cl)o3)nc2s1,1,27.66
CN(C)c1ccc(CNS(=O)(=O)c2ccc3c(c2)NC(=O)CC(=O)N3)cc1,1,24.33
NC(=O)c1ccc(NC(=O)COC(=O)c2cccnc2)cc1,1,21.27
N=c1nc(-c2ccc(F)cc2)c2c([nH]1)CCCC2,1,20.86
Cc1ccc(C=Nn2c(-c3cccs3)n[nH]c2=S)o1,1,21.93
CCOC(=O)c1ccc(-n2cc(C(=O)NC(CC(=O)O)c3ccc(N4CCOCC4)s3)nc2-c2ccc(Cl)c(Cl)c2)cc1,1,45.9
Cc1ccccc1N1CCN(Cc2ccc(-c3ccccc3)cc2)C(=O)C1=O,1,20.24
CN(Cc1ccccc1)C(=O)Oc1nsc2ccccc12,1,27.27
O=C(O)c1nn2c(-c3ccc(OC(F)(F)C(F)Cl)cc3)ccnc2c1-c1ccco1,1,35.6
CC(C)c1cc(C(=O)O)cc(C(C)(C)C)c1O,1,20.57
Cc1cccc(Sc2nnnc3c2cnn3Cc2ccc3c(c2)OCO3)c1,1,31.42
Cc1ncc2c(n1)[nH]c1sc(-c3ccccc3)cc12,1,27.95
O=C1C=CC2(CC1)OC(=O)C1=C2c2cccc3cccc(c23)C1,1,34.2
CC(C)(C)c1ccccc1NC(=S)NCCN=c1[nH]c2ccccc2[nH]1,1,29.28
Cc1cccc(=NC(=O)C2CCN(S(=O)(=O)c3ccc(C(F)F)cc3)CC2)[nH]1,1,28.81
CCCCCCCC(C)CC=CC#CCCCCC(=O)N(C)CC#CCN(CC)CC,1,34.59
Cc1ccc(S(=O)(=O)N2CCC(c3nc(-c4ccc(Cl)cc4)no3)CC2)cc1,1,20.73
CCS(=O)(=O)N1CCc2cc(NC(=O)Nc3ccc(C)cc3)ccc21,1,24.45
COC(=O)c1ccc(NS(=O)(=O)c2cc3c4c(c2)CCN4C(=O)CC3)cc1,1,21.86
CNc1cccc(Cl)c1C(=O)NCC(NC(C)=O)c1c(F)cccc1F,1,33.36
Cc1cnc(C(CC(=O)O)c2ccc(C#N)cc2)s1,1,21.5
COc1ccc(Cl)cc1NC(=O)c1cc(C(=C(C)C)n2cccc2)no1,1,38.13
CCOc1ccccc1-c1nc2cccnc2n1OC(=O)NC(C)C,1,34.2
CC(O)C(=O)N(C)c1nnc(CCCOc2ccccc2Cl)s1,1,33.71
Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1Cn1c(-c2ccccc2)cc(=O)c2ccccc21,1,27.8
COc1ccc(OC)c(C=C(C(=O)Nc2cccc(C(F)(F)F)c2)c2ccc(Cl)cc2)c1,1,30.83
O=C(Nc1ccc(Cl)cc1)C1CCCN1C(=O)Nc1ccccc1,1,20.24
N=c1[nH]cccc1-c1nccc2nc(C3CCN(C(=O)C4CCOCC4)CC3)nn12,1,32.02
C=CCN(C)C1CCC2(O)CC3C4CCC(C(C)CCC(O)Nc5ccc(S(=O)(=O)N=c6[nH]c7ccccc7[nH]6)cc5)C4(C)CCC3C12C,1,46.43
CON=C(CCl)c1ccc(C)cc1O,1,28.25
