rank,canonical_smiles,best_smiles,best_total_reward,mean_total_reward,best_targetA_score,best_offTargetB_score,best_off_target_penalty,occurrences,best_batch_index,ranking_criterion
31,O=C(C=C1SC(=S)N(c2ccc(C(=O)O)cc2)C1=O)Nc1ccccc1,O=C(C=C1SC(=S)N(c2ccc(C(=O)O)cc2)C1=O)Nc1ccccc1,0.37371824154098493,0.37371824154098493,0.37371824154098493,0.0,0.0,1,1,best_total_reward
32,CCCCCCCCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1OC,CCCCCCCCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1OC,0.3657715328306083,0.3657715328306083,0.3657715328306083,0.0,0.0,1,8,best_total_reward
33,COc1ccc2nc3c(C#N)c4cc(O)c(C(F)(F)F)cc4cc3cc2c1,COc1ccc2nc3c(C#N)c4cc(O)c(C(F)(F)F)cc4cc3cc2c1,0.3566967469476111,0.3566967469476111,0.3566967469476111,0.0,0.0,1,23,best_total_reward
34,Cc1ccc(Cn2nnnc2C(c2cccc(F)c2)N2CCN(CC=Cc3ccccc3)CC2)cc1,Cc1ccc(Cn2nnnc2C(c2cccc(F)c2)N2CCN(CC=Cc3ccccc3)CC2)cc1,0.3507305671063795,0.3507305671063795,0.3507305671063795,0.0,0.0,1,11,best_total_reward
35,Clc1ccccc1N=c1[nH]cnc2c1nnn2Cc1ccccc1,Clc1ccccc1N=c1[nH]cnc2c1nnn2Cc1ccccc1,0.3501141821718132,0.3501141821718132,0.3501141821718132,0.0,0.0,1,21,best_total_reward
36,CSc1cc(-c2ccc(F)cc2)[nH]c(=O)c1C#N,CSc1cc(-c2ccc(F)cc2)[nH]c(=O)c1C#N,0.3468620669565431,0.3468620669565431,0.3468620669565431,0.0,0.0,1,14,best_total_reward
37,O=[N+]([O-])c1ccc2[nH]ccc2c1,O=[N+]([O-])c1ccc2[nH]ccc2c1,0.3325811149408445,0.3325811149408445,0.3325811149408445,0.0,0.0,1,15,best_total_reward
38,OCCN1CCN(c2nc3ccccc3c(=Nc3ccccc3Br)[nH]2)CC1,OCCN1CCN(c2nc3ccccc3c(=Nc3ccccc3Br)[nH]2)CC1,0.3199576200726448,0.3199576200726448,0.3199576200726448,0.0,0.0,1,24,best_total_reward
39,Cc1c(C(=O)N=c2[nH]c3ccccc3s2)sc2nc3ccccn3c(=O)c12,Cc1c(C(=O)N=c2[nH]c3ccccc3s2)sc2nc3ccccn3c(=O)c12,0.3170759769578424,0.3170759769578424,0.3170759769578424,0.0,0.0,1,26,best_total_reward
40,NC(=S)NC(=O)C=Cc1ccc(Cl)cc1Cl,NC(=S)NC(=O)C=Cc1ccc(Cl)cc1Cl,0.3166971226737492,0.3166971226737492,0.3166971226737492,0.0,0.0,1,22,best_total_reward
41,CCCCCC1CCCC(C=CC=CCCCCOCC#CCC=CCO)O1,CCCCCC1CCCC(C=CC=CCCCCOCC#CCC=CCO)O1,0.3166818941020999,0.3166818941020999,0.3166818941020999,0.0,0.0,1,8,best_total_reward
42,S=c1[nH]nc(-c2csc(-c3ccc(Cl)cc3)c2)o1,S=c1[nH]nc(-c2csc(-c3ccc(Cl)cc3)c2)o1,0.31655204156491984,0.31655204156491984,0.31655204156491984,0.0,0.0,1,28,best_total_reward
43,COc1ccc2c(=N)c3c([nH]c2c1)OCC3=O,COc1ccc2c(=N)c3c([nH]c2c1)OCC3=O,0.31539981756310104,0.31539981756310104,0.31539981756310104,0.0,0.0,1,4,best_total_reward
44,Cc1cc(-c2ccc(-c3cc(C(C)C)n[nH]3)s2)ccc1C(=O)O,Cc1cc(-c2ccc(-c3cc(C(C)C)n[nH]3)s2)ccc1C(=O)O,0.31514828035266423,0.31514828035266423,0.31514828035266423,0.0,0.0,1,10,best_total_reward
45,COc1ccc(-c2nc3ccccc3s2)cc1O,COc1ccc(-c2nc3ccccc3s2)cc1O,0.31241116243085143,0.31241116243085143,0.31241116243085143,0.0,0.0,1,29,best_total_reward
46,COc1ccccc1C(=O)C=Cc1ccc(O)cc1,COc1ccccc1C(=O)C=Cc1ccc(O)cc1,0.3111979106349643,0.3111979106349643,0.3111979106349643,0.0,0.0,1,21,best_total_reward
47,N#CC(=Cc1ccc(C(F)(F)F)cc1)c1cc[nH]n1,N#CC(=Cc1ccc(C(F)(F)F)cc1)c1cc[nH]n1,0.3109219717084618,0.3109219717084618,0.3109219717084618,0.0,0.0,1,28,best_total_reward
48,CCCCCCCCCCCCOc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1OC,CCCCCCCCCCCCOc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1OC,0.30898846619421544,0.30898846619421544,0.30898846619421544,0.0,0.0,1,19,best_total_reward
49,CC1CCC2=C(C1)c1ccc(-c3cccnc3)cc1CC2(C)C,CC1CCC2=C(C1)c1ccc(-c3cccnc3)cc1CC2(C)C,0.3088033014152405,0.3088033014152405,0.3088033014152405,0.0,0.0,1,16,best_total_reward
50,CCCCN1c2nccc[n+]2CC1c1ccccc1,CCCCN1c2nccc[n+]2CC1c1ccccc1,0.3066779748211137,0.3066779748211137,0.3066779748211137,0.0,0.0,1,14,best_total_reward
51,O=c1[nH]c2ccccc2n1-c1nc2ccccc2o1,O=c1[nH]c2ccccc2n1-c1nc2ccccc2o1,0.305341348127182,0.305341348127182,0.305341348127182,0.0,0.0,1,11,best_total_reward
52,OCCN=c1[nH]c2ccccc2n2cccc12,OCCN=c1[nH]c2ccccc2n2cccc12,0.3043882813475572,0.3043882813475572,0.3043882813475572,0.0,0.0,1,20,best_total_reward
53,CCCN1C(=S)N(c2ccc(Cl)cc2)C(=S)C1=Nc1nc2ccc(Cl)cc2s1,CCCN1C(=S)N(c2ccc(Cl)cc2)C(=S)C1=Nc1nc2ccc(Cl)cc2s1,0.2989625100815313,0.2989625100815313,0.2989625100815313,0.0,0.0,1,4,best_total_reward
54,O=C1COc2ccc(-c3nc4ccccc4n3-c3cccc(C(F)(F)F)c3)cc2N1,O=C1COc2ccc(-c3nc4ccccc4n3-c3cccc(C(F)(F)F)c3)cc2N1,0.2961987988941647,0.2961987988941647,0.2961987988941647,0.0,0.0,1,10,best_total_reward
55,Cc1csc2nc(COc3ccc(Cl)cc3)cc(=O)n12,Cc1csc2nc(COc3ccc(Cl)cc3)cc(=O)n12,0.29561735213251766,0.29561735213251766,0.29561735213251766,0.0,0.0,1,14,best_total_reward
56,Cc1cc(C)c2nc(-n3c(N)c(-c4cccs4)c4ncccc4c3=S)sc2c1,Cc1cc(C)c2nc(-n3c(N)c(-c4cccs4)c4ncccc4c3=S)sc2c1,0.29224959169273584,0.29224959169273584,0.29224959169273584,0.0,0.0,1,19,best_total_reward
57,O=S(=O)(Nc1cccc(N=c2c3ccccc3[nH]c3ccccc23)c1)c1ccccc1,O=S(=O)(Nc1cccc(N=c2c3ccccc3[nH]c3ccccc23)c1)c1ccccc1,0.28929059652689615,0.28929059652689615,0.28929059652689615,0.0,0.0,1,13,best_total_reward
58,CCOC(=O)C1C(C)=Nc2[nH]c3c(c(=N)c2C1c1cccc(OC)c1)CCCC3,CCOC(=O)C1C(C)=Nc2[nH]c3c(c(=N)c2C1c1cccc(OC)c1)CCCC3,0.283222819417096,0.283222819417096,0.283222819417096,0.0,0.0,1,17,best_total_reward
59,CCc1cccc(NC(=S)NN=Cc2ccc(OC)c(OC)c2OC)c1,CCc1cccc(NC(=S)NN=Cc2ccc(OC)c(OC)c2OC)c1,0.2790608152258817,0.2790608152258817,0.2790608152258817,0.0,0.0,1,11,best_total_reward
60,COc1ccc(C2=NC(Cc3ccccc3)C(=O)N(CCCCN3CCN(CCO)CC3)c3ccccc32)cc1,COc1ccc(C2=NC(Cc3ccccc3)C(=O)N(CCCCN3CCN(CCO)CC3)c3ccccc32)cc1,0.27303959336661865,0.27303959336661865,0.27303959336661865,0.0,0.0,1,9,best_total_reward
61,FC(F)(F)c1cccc(-c2c[nH]c(=Nc3ccc4c(C(F)(F)F)n[nH]c4c3)o2)c1,FC(F)(F)c1cccc(-c2c[nH]c(=Nc3ccc4c(C(F)(F)F)n[nH]c4c3)o2)c1,0.26931933094818106,0.26931933094818106,0.26931933094818106,0.0,0.0,1,27,best_total_reward
62,COc1ccc(CCc2ccc(N=c3cc[nH]c4cc5c(cc34)OCO5)cc2)cc1OC,COc1ccc(CCc2ccc(N=c3cc[nH]c4cc5c(cc34)OCO5)cc2)cc1OC,0.2675533548433818,0.2675533548433818,0.2675533548433818,0.0,0.0,1,25,best_total_reward
63,CCN(CC)C(CN=c1[nH]cccc1C#N)Cc1ccc(C(C)(C)C)cc1,CCN(CC)C(CN=c1[nH]cccc1C#N)Cc1ccc(C(C)(C)C)cc1,0.26590493648173924,0.26590493648173924,0.26590493648173924,0.0,0.0,1,20,best_total_reward
64,O=C(Cc1ccccc1)NCC1OC(n2cnc3c(=Nc4ccc(Br)cc4)[nH]cnc32)C(O)C1O,O=C(Cc1ccccc1)NCC1OC(n2cnc3c(=Nc4ccc(Br)cc4)[nH]cnc32)C(O)C1O,0.2605142959783203,0.2605142959783203,0.2605142959783203,0.0,0.0,1,22,best_total_reward
65,CC1C(c2ccccc2)=CN2c3ccccc3N(c3ccccc3)C(C)C12,CC1C(c2ccccc2)=CN2c3ccccc3N(c3ccccc3)C(C)C12,0.25880993800982244,0.25880993800982244,0.25880993800982244,0.0,0.0,1,23,best_total_reward
66,NC(=S)NN=C(CCc1ccccc1)Cc1cccnc1,NC(=S)NN=C(CCc1ccccc1)Cc1cccnc1,0.254460824713358,0.254460824713358,0.254460824713358,0.0,0.0,1,19,best_total_reward
67,COc1ccc2c(Oc3ccc(Cl)cc3)ccnc2c1,COc1ccc2c(Oc3ccc(Cl)cc3)ccnc2c1,0.25364890286124986,0.25364890286124986,0.25364890286124986,0.0,0.0,1,30,best_total_reward
68,CC(=O)N1CC(C(NCc2cc(Cl)c3c(c2)OCO3)c2nn(-c3ncnc4[nH]cnc34)c3ccccc23)C1,CC(=O)N1CC(C(NCc2cc(Cl)c3c(c2)OCO3)c2nn(-c3ncnc4[nH]cnc34)c3ccccc23)C1,0.2536411396694059,0.2536411396694059,0.2536411396694059,0.0,0.0,1,2,best_total_reward
69,CC(=O)N=c1[nH]c(-c2ccc(N(C)C)cc2)cs1,CC(=O)N=c1[nH]c(-c2ccc(N(C)C)cc2)cs1,0.2515019350896165,0.2515019350896165,0.2515019350896165,0.0,0.0,1,6,best_total_reward
70,Cc1csc(-c2nc(-c3cccc(NS(C)(=O)=O)c3)no2)n1,Cc1csc(-c2nc(-c3cccc(NS(C)(=O)=O)c3)no2)n1,0.25038516534691213,0.25038516534691213,0.25038516534691213,0.0,0.0,1,16,best_total_reward
71,Cc1nc(-c2ccccc2Cl)nc2c(OCCN3CCCC3)nc(N3CCOCC3)nc12,Cc1nc(-c2ccccc2Cl)nc2c(OCCN3CCCC3)nc(N3CCOCC3)nc12,0.24571242738650814,0.24571242738650814,0.24571242738650814,0.0,0.0,1,21,best_total_reward
72,COc1ccc(Br)cc1C=C1C(=O)Nc2cc(Cl)ccc21,COc1ccc(Br)cc1C=C1C(=O)Nc2cc(Cl)ccc21,0.24522169725533627,0.24522169725533627,0.24522169725533627,0.0,0.0,1,3,best_total_reward
73,O=C(CCCCCCS)N=c1[nH]c(-c2ccccc2)cs1,O=C(CCCCCCS)N=c1[nH]c(-c2ccccc2)cs1,0.2446458373690429,0.2446458373690429,0.2446458373690429,0.0,0.0,1,16,best_total_reward
74,O=C(CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(C(F)(F)F)cc1)Nc1cccnc1,O=C(CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(C(F)(F)F)cc1)Nc1cccnc1,0.24088662299746674,0.24088662299746674,0.24088662299746674,0.0,0.0,1,30,best_total_reward
75,N=c1nc(-c2ccc(Cl)cc2)n(N=Cc2c(F)cccc2Cl)[nH]1,N=c1nc(-c2ccc(Cl)cc2)n(N=Cc2c(F)cccc2Cl)[nH]1,0.23804896718631124,0.23804896718631124,0.23804896718631124,0.0,0.0,1,10,best_total_reward
76,Nn1c(CC(=O)c2ccccc2)nc2cc3ccccc3cc2c1=O,Nn1c(CC(=O)c2ccccc2)nc2cc3ccccc3cc2c1=O,0.23431967174348994,0.23431967174348994,0.23431967174348994,0.0,0.0,1,4,best_total_reward
77,CC(C)C(S)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)O,CC(C)C(S)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)O,0.23168077852805583,0.23168077852805583,0.23168077852805583,0.0,0.0,1,16,best_total_reward
78,COc1cc(C=Cc2cccnc2)cc(OC)c1,COc1cc(C=Cc2cccnc2)cc(OC)c1,0.23106885505452432,0.23106885505452432,0.23106885505452432,0.0,0.0,1,16,best_total_reward
79,CCC(=C(c1cc2ccccc2o1)n1cccc1)c1cccc(C=CC(=O)OC)c1,CCC(=C(c1cc2ccccc2o1)n1cccc1)c1cccc(C=CC(=O)OC)c1,0.230848029020745,0.230848029020745,0.230848029020745,0.0,0.0,1,28,best_total_reward
80,CCCCCNC(=O)NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Oc1ccc(Cl)cc1,CCCCCNC(=O)NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Oc1ccc(Cl)cc1,0.2300382651743513,0.2300382651743513,0.2300382651743513,0.0,0.0,1,30,best_total_reward
81,COc1cc(C=NNC(=O)c2ccc3c(c2)OCO3)ccc1OCC(=O)Nc1ccccc1,COc1cc(C=NNC(=O)c2ccc3c(c2)OCO3)ccc1OCC(=O)Nc1ccccc1,0.22948744480007585,0.22948744480007585,0.22948744480007585,0.0,0.0,1,6,best_total_reward
82,O=C(CN1CCN(C(=O)c2ccc(-n3cccc3)cc2)CC1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,O=C(CN1CCN(C(=O)c2ccc(-n3cccc3)cc2)CC1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.2294538888517717,0.2294538888517717,0.2294538888517717,0.0,0.0,1,10,best_total_reward
83,COc1ccc(NC(=O)CCN=c2[nH]c(=NCc3ccccc3OC)[nH]c(=NC3CC3)[nH]2)cc1Cl,COc1ccc(NC(=O)CCN=c2[nH]c(=NCc3ccccc3OC)[nH]c(=NC3CC3)[nH]2)cc1Cl,0.22848903207995205,0.22848903207995205,0.22848903207995205,0.0,0.0,1,16,best_total_reward
84,COc1ccc(-c2cc(C(=O)NCc3ccccc3Br)[nH]n2)cc1,COc1ccc(-c2cc(C(=O)NCc3ccccc3Br)[nH]n2)cc1,0.22715299230806504,0.22715299230806504,0.22715299230806504,0.0,0.0,1,18,best_total_reward
85,CC(C)(C)c1ccc(OCc2cn(Cc3c[nH]c4cc(Cl)ccc34)nn2)cc1,CC(C)(C)c1ccc(OCc2cn(Cc3c[nH]c4cc(Cl)ccc34)nn2)cc1,0.22347155786142958,0.22347155786142958,0.22347155786142958,0.0,0.0,1,9,best_total_reward
86,Cc1cccc(-c2noc(-c3cccc(C)c3)n2)c1,Cc1cccc(-c2noc(-c3cccc(C)c3)n2)c1,0.22126140682214057,0.22126140682214057,0.22126140682214057,0.0,0.0,1,5,best_total_reward
87,CCCc1c(OC(CCC)Cc2ccc(OCCCCCOc3cccc(OC(=O)C(C)C)c3)cc2OC)ccc(C(C)=O)c1O,CCCc1c(OC(CCC)Cc2ccc(OCCCCCOc3cccc(OC(=O)C(C)C)c3)cc2OC)ccc(C(C)=O)c1O,0.22054896001507376,0.22054896001507376,0.22054896001507376,0.0,0.0,1,24,best_total_reward
88,O=C(Nc1ccc(OC2CCN(c3cnccn3)CC2)cc1)N1Cc2ccccc2C1,O=C(Nc1ccc(OC2CCN(c3cnccn3)CC2)cc1)N1Cc2ccccc2C1,0.21418238644239096,0.21418238644239096,0.21418238644239096,0.0,0.0,1,25,best_total_reward
89,NC(=S)NNC(O)c1c[nH]c2cc(OCCOc3ccccc3)ccc2c1=Nc1ccc(-c2ccccc2)cc1,NC(=S)NNC(O)c1c[nH]c2cc(OCCOc3ccccc3)ccc2c1=Nc1ccc(-c2ccccc2)cc1,0.2135416152149949,0.2135416152149949,0.2135416152149949,0.0,0.0,1,15,best_total_reward
90,CS(=O)(=O)Nc1ccc(N=CCC(=O)c2ccccc2)cc1,CS(=O)(=O)Nc1ccc(N=CCC(=O)c2ccccc2)cc1,0.21288000197767987,0.21288000197767987,0.21288000197767987,0.0,0.0,1,13,best_total_reward
91,CCCNC(=O)C(Sc1nc(-c2ccc(Cl)cc2)n[nH]1)C(C)C,CCCNC(=O)C(Sc1nc(-c2ccc(Cl)cc2)n[nH]1)C(C)C,0.2125761946787476,0.2125761946787476,0.2125761946787476,0.0,0.0,1,23,best_total_reward
92,O=c1c2ccccc2nc2n1CCc1c-2c2ccccc2[nH]c1=Nc1cccc(Br)c1,O=c1c2ccccc2nc2n1CCc1c-2c2ccccc2[nH]c1=Nc1cccc(Br)c1,0.21006455751308134,0.21006455751308134,0.21006455751308134,0.0,0.0,1,1,best_total_reward
93,O=c1c2oc3ccccc3c2ccn1Cc1cccc2ccccc12,O=c1c2oc3ccccc3c2ccn1Cc1cccc2ccccc12,0.21002369889094544,0.21002369889094544,0.21002369889094544,0.0,0.0,1,23,best_total_reward
94,O=S(=O)(NC(=NC(=S)NNc1ccccc1Cl)c1ccccc1)c1ccc(Cl)cc1,O=S(=O)(NC(=NC(=S)NNc1ccccc1Cl)c1ccccc1)c1ccc(Cl)cc1,0.20983541062255973,0.20983541062255973,0.20983541062255973,0.0,0.0,1,21,best_total_reward
95,O=C(NCCCCc1ccccc1)c1cccc2nc(C(F)(F)F)c(-c3ccccc3)nc12,O=C(NCCCCc1ccccc1)c1cccc2nc(C(F)(F)F)c(-c3ccccc3)nc12,0.20558619102469675,0.20558619102469675,0.20558619102469675,0.0,0.0,1,27,best_total_reward
96,CN(C)C(=O)Cc1[nH]nnc1-c1ccc(-c2ccccc2)cc1,CN(C)C(=O)Cc1[nH]nnc1-c1ccc(-c2ccccc2)cc1,0.20469013971843236,0.20469013971843236,0.20469013971843236,0.0,0.0,1,9,best_total_reward
97,COC(=O)C1C2C(=O)CCCC2=NC(N=c2nccc[nH]2)=NC1c1ccccc1Br,COC(=O)C1C2C(=O)CCCC2=NC(N=c2nccc[nH]2)=NC1c1ccccc1Br,0.20392442335075342,0.20392442335075342,0.20392442335075342,0.0,0.0,1,13,best_total_reward
98,Cn1c(=NCc2ccccn2)[nH]c2cc(-c3cccc(C(=O)O)c3)sc2c1=O,Cn1c(=NCc2ccccn2)[nH]c2cc(-c3cccc(C(=O)O)c3)sc2c1=O,0.20156153988963693,0.20156153988963693,0.20156153988963693,0.0,0.0,1,9,best_total_reward
99,COc1cccc(-c2csc(=NCN(c3ccccc3)c3ccccc3)[nH]2)c1,COc1cccc(-c2csc(=NCN(c3ccccc3)c3ccccc3)[nH]2)c1,0.1990851437407129,0.1990851437407129,0.1990851437407129,0.0,0.0,1,28,best_total_reward
100,Oc1ccc(-c2nc(Cc3c[nH]c(-c4ccc5c(c4)CCO5)n3)c(-c3ccsc3)o2)c(O)c1,Oc1ccc(-c2nc(Cc3c[nH]c(-c4ccc5c(c4)CCO5)n3)c(-c3ccsc3)o2)c(O)c1,0.19877274237709955,0.19877274237709955,0.19877274237709955,0.0,0.0,1,25,best_total_reward
